Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,25.950001,26.900000,25.950001,26.750000,22.329283,8008344
2019-06-17,26.950001,27.400000,26.500000,26.900000,22.454493,6580348
2019-06-18,27.000000,27.250000,26.500000,26.750000,22.329283,5220986
2019-06-19,26.850000,27.100000,25.799999,26.049999,21.744965,6136025
2019-06-20,26.049999,26.799999,25.600000,26.250000,21.911915,5343371
2019-06-21,26.450001,26.750000,26.200001,26.400000,22.037121,4526851
2019-06-24,26.400000,26.500000,25.900000,26.100000,21.786703,3136463
2019-06-25,26.049999,26.250000,25.900000,26.150000,21.828438,2174486
2019-06-26,26.100000,27.000000,25.950001,26.549999,22.162333,5669820
2019-06-27,26.650000,27.900000,26.600000,27.650000,23.080547,10775034
2019-06-28,28.000000,28.200001,27.500000,27.799999,23.205757,6937627
2019-07-01,28.049999,28.150000,27.650000,27.799999,23.205757,4765023
2019-07-02,27.799999,27.900000,27.150000,27.750000,23.164021,4364940
2019-07-03,27.750000,28.850000,27.700001,28.549999,23.831812,10745849
2019-07-04,28.700001,28.950001,28.100000,28.299999,23.623127,8082229
2019-07-05,28.350000,28.600000,26.799999,27.000000,22.537966,14461450
2019-07-08,26.750000,26.750000,25.799999,26.250000,21.911915,6552058
2019-07-09,25.799999,26.900000,25.799999,26.650000,22.245808,4607745
2019-07-10,26.650000,26.799999,26.000000,26.200001,21.870174,2607539
2019-07-11,26.350000,26.549999,26.150000,26.350000,21.995384,2241893
2019-07-12,26.350000,26.400000,25.799999,26.049999,21.744965,3020307
2019-07-15,26.150000,26.200001,25.549999,25.600000,21.369329,3498001
2019-07-16,25.549999,25.650000,24.900000,25.150000,20.993698,4012423
2019-07-17,25.250000,25.500000,25.000000,25.250000,21.077175,1991908
2019-07-18,25.350000,25.350000,24.600000,24.700001,20.618067,2634274
2019-07-19,24.750000,25.250000,24.049999,24.100000,20.117222,3502811
2019-07-22,24.000000,24.400000,23.500000,24.150000,20.158958,3403335
2019-07-23,24.400000,24.750000,23.700001,23.750000,19.825062,2808690
2019-07-24,23.750000,24.049999,23.650000,23.750000,19.825062,2558042
2019-07-25,23.750000,24.150000,23.700001,24.000000,20.033747,2675122
2019-07-26,24.000000,24.200001,23.799999,23.950001,19.992010,2187581
2019-07-29,24.000000,24.049999,23.650000,23.700001,19.783327,1379247
2019-07-30,23.650000,23.900000,22.350000,22.500000,18.781639,3643069
2019-07-31,22.400000,23.750000,22.100000,23.400000,19.532900,4032996
2019-08-01,23.400000,24.150000,23.299999,23.799999,19.866800,3419089
2019-08-02,23.799999,24.200001,23.350000,23.900000,19.950274,1974989
2019-08-05,23.900000,23.900000,22.900000,23.500000,19.616379,2115108
2019-08-06,23.299999,24.100000,23.100000,23.850000,19.908539,1423049
2019-08-07,23.850000,24.100000,23.549999,23.700001,19.783327,1307704
2019-08-08,24.000000,24.700001,23.549999,24.350000,20.325909,3927902
2019-08-09,24.500000,26.400000,24.500000,26.000000,21.703226,8740461
2019-08-13,26.250000,26.299999,24.549999,24.700001,20.618067,2552382
